,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
348,1,66,2,1,0,7,acept,not furnished,356,"1,650",0,21,"2,027"
349,1,92,2,1,1,12,not acept,not furnished,"2,750","2,930",448,38,"6,166"
350,1,92,3,3,1,3,acept,furnished,750,"4,250",21,54,"5,075"
351,1,155,3,4,2,14,acept,not furnished,"1,400","13,100",409,166,"15,080"
352,1,30,1,1,0,1,not acept,not furnished,Sem info,900,0,12,912
353,1,27,1,1,0,5,not acept,not furnished,"1,405","3,500",1,45,"4,951"
354,1,175,4,3,2,-,acept,not furnished,0,"3,200",380,49,"3,629"
355,1,326,3,4,4,12,acept,not furnished,"2,808","6,500","1,605",83,"11,000"
356,1,236,4,5,4,7,acept,not furnished,"3,500","10,000","1,834",127,"15,460"
357,0,119,3,1,1,5,acept,not furnished,926,"1,200",100,16,"2,242"
358,1,23,1,1,0,23,acept,not furnished,383,"2,050",40,26,"2,499"
359,1,260,2,4,4,19,not acept,not furnished,"2,000","8,000",667,102,"10,770"
360,1,400,3,3,2,-,not acept,not furnished,0,"12,000",0,181,"12,180"
361,1,87,1,1,2,14,acept,furnished,870,"7,900",150,101,"9,021"
362,1,65,2,1,1,-,acept,not furnished,0,"1,800",0,28,"1,828"
363,1,210,3,4,4,11,acept,furnished,"2,000","15,000","1,000",191,"18,190"
364,1,250,3,4,2,-,acept,not furnished,0,"4,200",192,64,"4,456"
365,1,155,3,2,3,4,acept,furnished,"2,600","11,700",667,149,"15,120"
366,0,300,4,3,5,-,acept,not furnished,0,"4,100",20,62,"4,182"
367,0,70,3,2,2,4,acept,not furnished,500,"1,800",78,23,"2,401"
368,1,68,1,2,1,11,acept,not furnished,"1,200","4,500",100,58,"5,858"
369,0,220,3,5,3,4,not acept,furnished,"2,000","7,900",417,101,"10,420"
370,0,91,3,2,2,12,acept,not furnished,700,"2,250",175,29,"3,154"
371,0,230,4,4,8,-,acept,not furnished,0,"5,100",320,77,"5,497"
372,0,48,2,1,0,4,acept,not furnished,288,950,45,13,"1,296"
373,1,90,2,2,2,15,not acept,furnished,"1,400","10,000",0,127,"11,530"
374,1,60,1,1,1,15,acept,furnished,"1,000","5,500",200,70,"6,770"
375,1,450,4,4,3,14,acept,not furnished,"5,500","15,000",0,191,"20,690"
376,1,16,1,1,0,1,not acept,not furnished,0,850,35,11,896
377,1,100,3,2,1,8,acept,not furnished,"1,100","1,400",291,18,"2,809"
378,1,300,3,3,3,-,acept,not furnished,1,"3,400",417,52,"3,870"
379,1,151,3,4,3,14,not acept,furnished,"1,700","6,800",475,87,"9,062"
380,1,150,3,4,3,12,acept,furnished,"2,092","7,608",730,97,"10,530"
381,1,57,2,1,1,7,acept,not furnished,570,"1,500",67,20,"2,157"
382,1,30,1,1,1,4,not acept,furnished,"1,787","1,200",144,16,"3,147"
383,0,53,1,1,1,8,acept,furnished,"1,350","3,110",85,40,"4,585"
384,1,270,3,4,3,-,acept,not furnished,Sem info,"6,800",417,103,"7,320"
385,1,78,2,2,2,8,acept,furnished,"1,400","5,800",334,74,"7,608"
386,1,20,1,1,0,1,not acept,furnished,150,"3,142",67,40,"3,399"
387,1,140,5,2,1,1,acept,furnished,0,"3,999",200,51,"4,250"
388,1,155,3,3,2,2,acept,furnished,"2,300","12,000",700,153,"15,150"
389,1,118,3,2,4,1,acept,not furnished,850,"2,250",334,29,"3,463"
390,0,235,4,4,3,13,acept,not furnished,"3,450","5,500",541,70,"9,561"
391,1,400,4,4,4,9,acept,not furnished,"4,700","9,000","1,125",115,"14,940"
392,1,80,2,2,1,6,not acept,not furnished,"1,015","3,500",117,45,"4,677"
393,1,50,1,1,0,2,not acept,furnished,710,"3,100",85,12,"3,907"
394,0,55,2,2,1,9,acept,not furnished,337,"2,500",86,32,"2,955"
395,1,400,4,4,4,-,acept,not furnished,0,"8,500","1,250",128,"9,878"
396,1,63,3,2,0,18,acept,not furnished,550,"1,800",0,23,"2,373"
397,1,325,4,3,2,3,acept,not furnished,"4,500","8,500","1,111",108,"14,220"
398,1,200,3,3,2,7,not acept,furnished,"2,500","6,000",125,77,"8,702"
399,1,58,2,2,1,5,acept,furnished,790,"5,000",192,64,"6,046"
400,1,180,3,2,3,-,acept,not furnished,0,"4,600","3,600",70,"8,270"
401,1,159,3,2,0,5,acept,not furnished,"1,774","4,507",444,19,"6,744"
402,1,420,4,3,4,-,acept,not furnished,0,"15,000","1,250",226,"16,480"
403,1,88,3,1,2,5,acept,not furnished,685,"1,500",35,20,"2,240"
404,0,70,3,1,1,6,acept,not furnished,549,"1,135",0,5,"1,689"
405,1,246,4,5,4,12,not acept,not furnished,"2,200","10,000",750,127,"13,080"
406,1,53,2,1,1,1,acept,not furnished,550,"1,250",0,16,"1,816"
407,1,22,1,1,1,19,not acept,not furnished,500,"2,200",0,28,"2,728"
408,1,80,1,1,0,-,acept,not furnished,0,"1,700",60,26,"1,786"
409,1,30,1,1,1,11,acept,furnished,500,"2,570",Incluso,8,"3,078"
410,0,157,3,5,3,1,acept,not furnished,"2,300","7,000",442,89,"9,831"
411,1,450,3,3,8,-,acept,furnished,0,"5,015",400,76,"5,491"
412,1,90,3,2,0,-,acept,not furnished,295,"2,572",53,8,"2,928"
413,1,88,2,1,0,7,not acept,not furnished,800,"1,800",0,23,"2,623"
414,0,46,1,1,0,5,acept,furnished,"1,300","1,950",0,25,"3,275"
415,1,189,4,2,2,4,acept,not furnished,"1,970","8,000",559,102,"10,630"
416,1,49,2,1,1,10,not acept,not furnished,395,"1,250",0,16,"1,661"
417,1,180,3,2,2,2,acept,not furnished,"2,500","7,000","1,200",89,"10,790"
418,1,128,3,3,2,1,acept,not furnished,"1,090","7,000",500,89,"8,679"
419,1,60,2,2,0,-,acept,not furnished,518,"1,300",170,10,"1,998"
420,1,74,3,2,1,7,acept,not furnished,982,"1,710",48,22,"2,762"
421,1,80,1,1,1,10,acept,not furnished,"1,800","2,500",180,32,"4,512"
422,1,150,3,2,1,-,acept,not furnished,0,"2,500",0,38,"2,538"
423,1,70,3,2,1,3,acept,not furnished,799,"1,900",182,25,"2,906"
424,1,113,3,2,2,2,acept,not furnished,"1,300","4,800",250,61,"6,411"
425,0,50,1,1,0,-,acept,not furnished,0,880,0,14,894
426,1,300,4,2,2,1,acept,furnished,"3,000","6,500","1,091",83,"10,670"
427,1,140,2,3,1,3,acept,furnished,"1,306","5,000",250,64,"6,620"
428,1,300,4,5,1,8,acept,furnished,"3,700","8,550",400,109,"12,760"
429,1,350,5,4,8,-,not acept,not furnished,Sem info,"9,000",762,136,"9,898"
430,1,78,2,1,1,-,acept,not furnished,Sem info,"1,700",82,26,"1,808"
431,0,110,2,2,0,18,acept,furnished,960,"4,200",218,54,"5,432"
432,1,423,4,5,7,28,acept,not furnished,"5,785","14,000","2,647",178,"22,610"
433,1,110,1,1,0,20,acept,not furnished,923,"3,182",0,14,"4,119"
434,1,136,2,4,2,7,acept,not furnished,"1,540","4,800",242,61,"6,643"
435,1,56,2,1,1,3,acept,not furnished,"1,091","1,700",72,22,"2,885"
436,1,20,1,1,0,3,acept,furnished,402,"2,800",68,36,"3,306"
437,1,115,3,2,2,8,acept,not furnished,"1,900","2,900",400,37,"5,237"
438,1,140,2,2,1,3,not acept,not furnished,"2,000","12,500",279,159,"14,940"
439,1,64,2,1,1,2,acept,not furnished,500,"1,400",11,18,"1,929"
440,1,60,2,1,1,15,acept,furnished,990,"2,500",42,32,"3,564"
441,1,132,3,2,1,11,acept,not furnished,"1,477","2,800",45,36,"4,358"
442,1,210,4,3,3,11,acept,not furnished,"1,250","4,000",750,51,"6,051"
443,1,300,4,4,3,-,acept,furnished,0,"5,080",284,77,"5,441"
444,1,130,3,2,2,-,acept,not furnished,0,"3,300",108,50,"3,458"
445,1,108,2,4,2,7,acept,not furnished,"1,289","4,430",522,57,"6,298"
446,1,75,2,2,1,4,acept,not furnished,926,"3,005",203,10,"4,144"
447,1,250,3,3,3,-,acept,not furnished,0,"4,500",150,68,"4,718"
448,0,55,1,1,0,5,acept,not furnished,473,500,17,7,997
449,1,129,3,2,3,5,not acept,furnished,"1,260","2,950",450,38,"4,698"
450,1,158,4,4,3,5,acept,not furnished,"2,100","6,600",375,84,"9,159"
451,1,100,3,3,2,1,acept,not furnished,"1,200","3,248",384,42,"4,874"
452,1,130,3,2,3,-,acept,furnished,0,"7,450",167,112,"7,729"
453,1,25,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
454,1,240,3,2,3,-,acept,not furnished,0,"9,265",525,140,"9,930"
455,1,196,3,4,2,1,not acept,not furnished,"2,200","3,300",559,42,"6,101"
456,1,39,1,1,1,5,acept,not furnished,460,"3,300",157,42,"3,959"
457,0,46,2,1,1,3,acept,not furnished,250,970,42,13,"1,275"
458,1,120,3,2,0,1,acept,not furnished,0,"2,500",84,38,"2,622"
459,1,270,2,2,3,17,acept,not furnished,"2,200","8,650",0,110,"10,960"
460,1,700,4,10,0,-,acept,not furnished,0,"15,000","8,750",226,"23,980"
461,0,462,4,7,4,-,acept,not furnished,Incluso,"5,000",590,76,"5,666"
462,1,35,1,1,1,9,acept,furnished,475,"3,150",0,23,"3,648"
463,1,90,3,3,2,12,not acept,not furnished,897,"3,500",0,45,"4,442"
464,1,98,3,2,2,1,acept,not furnished,"1,400","1,760",383,23,"3,566"
465,1,159,2,2,1,8,acept,furnished,"1,236","4,200",251,54,"5,741"
466,1,115,3,5,2,10,acept,not furnished,"1,830","7,000",495,89,"9,414"
467,1,400,3,3,1,3,acept,not furnished,"3,000","11,000",142,140,"14,280"
468,0,60,2,1,1,9,not acept,not furnished,498,"1,317",25,17,"1,857"
469,1,220,3,4,3,11,acept,furnished,"3,300","8,000","1,000",102,"12,400"
470,1,67,2,1,1,4,acept,not furnished,"1,500","2,099",250,27,"3,876"
471,1,165,3,4,3,7,acept,not furnished,"1,700","4,500",573,58,"6,831"
472,1,100,2,4,0,1,acept,not furnished,0,"3,000",0,39,"3,039"
473,1,55,1,2,1,2,acept,not furnished,"1,317","2,576",230,10,"4,133"
474,0,35,1,1,1,2,acept,not furnished,254,600,92,8,954
475,1,51,1,1,1,10,acept,furnished,630,"3,700",0,47,"4,377"
476,1,73,2,2,1,13,acept,not furnished,700,"1,250",150,16,"2,116"
477,1,320,5,5,4,4,acept,not furnished,"5,800","5,500","1,500",70,"12,870"
478,1,35,1,1,1,7,acept,not furnished,380,"2,300",100,30,"2,810"
479,1,46,1,1,0,3,acept,not furnished,100,"1,600",0,21,"1,721"
480,0,350,4,3,4,-,not acept,not furnished,500,"6,000",500,91,"7,091"
481,1,340,4,4,3,2,acept,not furnished,0,"14,000",834,178,"15,010"
482,1,28,1,1,1,4,not acept,furnished,"1,590","1,899",198,5,"3,692"
483,1,125,3,2,2,-,acept,furnished,Sem info,"3,000",150,46,"3,196"
484,1,44,1,1,1,3,acept,not furnished,560,"3,450",0,13,"4,023"
485,1,95,2,1,1,15,acept,not furnished,900,"3,000",67,39,"4,006"
486,1,310,3,4,3,8,acept,not furnished,"2,400","4,500",900,58,"7,858"
487,1,48,2,1,0,3,acept,not furnished,100,"1,350",0,18,"1,468"
488,1,30,4,4,2,-,acept,furnished,0,"5,000","4,247",76,"9,323"
489,0,46,1,1,1,10,acept,not furnished,550,580,43,8,"1,181"
490,1,141,3,2,2,4,acept,not furnished,"1,650","7,400",0,94,"9,144"
491,1,58,1,1,1,17,acept,not furnished,610,"1,600",89,21,"2,320"
492,1,48,2,1,0,-,acept,not furnished,100,"1,350",0,18,"1,468"
493,1,560,5,5,6,-,acept,not furnished,0,"15,000","1,917",226,"17,140"
494,1,98,3,2,1,9,acept,not furnished,"1,350","5,500",200,70,"7,120"
495,1,340,3,4,4,2,not acept,not furnished,"7,000","12,500","3,084",159,"22,740"
496,1,224,4,4,3,2,acept,furnished,"2,900","9,350",917,119,"13,290"
497,0,50,1,1,1,3,acept,not furnished,392,800,320,11,"1,523"
498,1,250,3,4,3,8,acept,not furnished,"2,700","7,000","1,167",89,"10,960"
499,1,100,2,2,1,6,acept,not furnished,"1,050","4,000",240,51,"5,341"
500,1,600,3,3,4,-,acept,not furnished,0,"6,800",966,103,"7,869"
501,0,114,3,2,1,4,acept,not furnished,967,"1,400",176,18,"2,561"
502,0,67,2,1,1,2,acept,not furnished,500,"1,230",42,16,"1,788"
503,1,160,4,3,2,9,acept,furnished,"2,800","10,330",286,131,"13,550"
504,1,130,2,2,1,17,acept,not furnished,993,"5,600",75,71,"6,739"
505,1,114,1,1,1,6,acept,not furnished,987,"2,800",208,36,"4,031"
506,1,52,2,1,1,4,acept,not furnished,Incluso,"1,450",0,19,"1,469"
507,1,31,1,1,0,6,acept,furnished,430,"2,300",0,30,"2,760"
508,1,78,2,1,1,1,acept,not furnished,410,"2,500",0,32,"2,942"
509,1,60,2,2,1,3,acept,furnished,900,"5,700",212,73,"6,885"
510,1,40,1,1,0,5,acept,not furnished,578,"2,390",0,31,"2,999"
511,1,145,4,4,3,14,acept,not furnished,"1,663","4,500",584,58,"6,805"
512,1,127,2,3,2,2,acept,not furnished,"1,910","6,900",500,88,"9,398"
513,1,330,4,5,4,13,acept,not furnished,"2,870","10,000","1,119",127,"14,120"
514,0,180,4,3,1,11,not acept,not furnished,"1,500","1,800",252,23,"3,575"
515,1,120,4,3,2,13,acept,furnished,"1,250","3,500",209,45,"5,004"
516,1,40,1,1,1,10,not acept,furnished,"2,100","2,200",223,28,"4,551"
517,1,160,4,4,2,-,acept,not furnished,0,"2,400",0,37,"2,437"
518,0,130,3,2,2,4,acept,furnished,"1,150","2,800",184,36,"4,170"
519,1,80,2,1,1,2,acept,not furnished,"1,257","2,950",195,38,"4,440"
520,1,112,3,4,3,9,acept,not furnished,"1,480","2,800",413,36,"4,729"
521,1,30,1,1,1,10,not acept,not furnished,886,"1,500",0,20,"2,406"
522,1,184,4,3,3,2,acept,furnished,"1,200","4,500",750,58,"6,508"
523,1,56,2,1,1,11,acept,furnished,530,"2,500",0,32,"3,062"
524,1,40,1,1,1,6,not acept,furnished,"1,300","3,000",248,39,"4,587"
525,1,65,2,2,1,7,acept,not furnished,630,"1,800",25,23,"2,478"
526,1,146,3,2,2,14,acept,furnished,"1,400","3,500",600,45,"5,545"
527,0,60,2,1,1,3,acept,not furnished,200,"1,299",84,17,"1,600"
528,1,170,3,2,2,4,acept,furnished,"1,970","9,000",900,115,"11,990"
529,1,240,4,4,4,8,acept,furnished,"3,033","2,890","1,398",37,"7,358"
530,1,200,4,2,2,-,acept,furnished,0,"6,500",500,98,"7,098"
531,1,69,2,1,1,3,acept,not furnished,470,"1,550",70,20,"2,110"
532,1,224,3,4,2,9,acept,not furnished,"3,300","6,000",679,77,"10,060"
533,1,109,3,2,2,20,acept,furnished,"1,200","4,500",417,58,"6,175"
534,1,50,2,1,2,9,not acept,not furnished,640,"2,300",93,30,"3,063"
535,0,59,2,1,1,5,acept,not furnished,430,"1,290",47,17,"1,784"
536,1,162,2,3,3,3,not acept,furnished,"2,200","15,000",959,191,"18,350"
537,0,93,3,2,1,7,acept,not furnished,677,"1,100",63,14,"1,854"
538,1,580,6,6,6,-,acept,not furnished,0,"6,960","2,084",105,"9,149"
539,1,216,3,4,2,10,acept,not furnished,"3,400","5,500",870,70,"9,840"
540,1,90,2,1,0,9,not acept,not furnished,"1,200","3,850",130,49,"5,229"
541,1,200,3,3,2,7,acept,not furnished,"4,200","7,225",642,92,"12,160"
542,0,55,1,1,0,4,acept,not furnished,490,750,37,10,"1,287"
543,1,40,1,1,1,3,not acept,not furnished,552,"2,300",109,30,"2,991"
544,1,87,3,3,2,12,not acept,furnished,930,"3,500",253,45,"4,728"
545,1,60,2,1,0,-,acept,not furnished,Incluso,"1,600",25,25,"1,650"
546,1,70,3,2,1,7,acept,not furnished,620,"1,825",0,24,"2,469"
547,1,243,2,3,2,-,acept,not furnished,0,"4,619",559,70,"5,248"
548,1,78,1,1,2,8,not acept,furnished,"1,980","6,000",317,77,"8,374"
549,1,103,2,1,0,-,acept,not furnished,0,"1,300",80,20,"1,400"
550,1,72,3,2,1,3,not acept,not furnished,790,"1,750",3,23,"2,566"
551,1,95,1,2,2,15,acept,not furnished,"1,859","8,000",566,102,"10,530"
552,1,135,3,2,2,9,acept,not furnished,"1,836","4,200",543,54,"6,633"
553,1,310,5,4,5,3,acept,not furnished,"4,364","3,200","2,506",41,"10,110"
554,1,68,2,2,1,18,not acept,furnished,500,"2,565",59,33,"3,157"
555,1,360,4,5,4,12,acept,not furnished,"4,350","6,593","1,830",84,"12,860"
556,1,420,4,4,4,9,acept,not furnished,"6,000","15,000","3,334",191,"24,530"
557,1,266,3,5,1,15,acept,furnished,"2,075","4,320",391,55,"6,841"
558,1,172,3,4,3,5,acept,furnished,"1,650","7,800",890,99,"10,440"
559,1,240,3,5,4,-,acept,not furnished,0,"7,500",459,113,"8,072"
560,0,108,1,3,2,9,acept,not furnished,980,"4,500",0,58,"5,538"
561,1,50,1,1,0,12,acept,furnished,501,"1,800",0,23,"2,324"
562,1,180,3,3,2,1,acept,not furnished,"3,515","4,400",775,56,"8,746"
563,0,380,4,6,3,-,acept,not furnished,0,"4,000",455,61,"4,516"
564,1,125,3,4,0,2,not acept,not furnished,"1,551","2,500",495,32,"4,578"
565,1,50,2,2,1,12,acept,not furnished,585,"1,395",0,6,"1,986"
566,1,382,3,4,2,11,acept,not furnished,"4,529","14,000","1,410",178,"20,120"
567,1,51,1,1,0,9,acept,not furnished,367,"1,700",84,22,"2,173"
568,1,128,2,2,0,9,acept,not furnished,958,"2,700",0,35,"3,693"
569,0,51,1,1,0,3,acept,not furnished,486,820,15,11,"1,332"
570,0,45,1,1,0,11,not acept,furnished,370,500,10,7,887
571,1,300,4,5,4,-,acept,furnished,Sem info,"14,000","1,167",211,"15,380"
572,1,180,3,1,0,-,acept,not furnished,Incluso,"2,500",334,38,"2,872"
573,1,120,3,2,1,17,acept,not furnished,"1,250","2,000",230,26,"3,506"
574,1,87,3,2,0,6,acept,not furnished,"1,284","2,000",231,26,"3,541"
575,1,116,2,2,2,8,not acept,furnished,"1,215","8,000",250,102,"9,567"
576,1,200,4,2,1,5,acept,not furnished,"2,115","5,000",328,64,"7,507"
577,1,556,6,7,4,-,acept,not furnished,0,"7,500","1,084",113,"8,697"
578,0,62,2,2,2,5,acept,not furnished,800,"3,000",14,39,"3,853"
579,1,63,2,2,1,19,acept,furnished,"1,000","11,000",133,140,"12,270"
580,1,96,3,1,1,5,acept,furnished,"1,172","3,550",140,45,"4,907"
581,1,61,2,2,1,1,acept,not furnished,885,"2,000",130,26,"3,041"
582,1,266,4,5,4,7,acept,not furnished,"2,900","10,900","1,167",139,"15,110"
583,0,48,1,1,0,4,not acept,furnished,490,"1,500",42,20,"2,052"
584,1,33,2,1,0,12,acept,furnished,350,"2,850",0,37,"3,237"
585,1,150,2,2,3,2,not acept,furnished,"4,085","8,000",570,102,"12,760"
586,1,175,3,2,2,-,not acept,not furnished,0,"3,900",264,59,"4,223"
587,1,108,3,4,0,4,acept,not furnished,780,"3,500",324,45,"4,649"
588,1,100,4,5,4,1,acept,not furnished,"3,800","3,250","1,417",42,"8,509"
589,1,81,1,1,1,8,acept,not furnished,600,"1,150",67,16,"1,833"
590,1,29,1,1,0,5,acept,not furnished,257,"1,043",0,14,"1,314"
591,1,60,2,2,1,13,acept,not furnished,694,"1,700",128,22,"2,544"
592,1,70,2,1,1,19,acept,not furnished,520,"1,700",155,22,"2,397"
593,1,130,2,2,0,6,acept,not furnished,"1,343","3,974",71,51,"5,439"
594,1,83,3,2,2,25,acept,furnished,589,"2,600",159,33,"3,381"
595,1,320,3,4,2,-,acept,furnished,0,"5,500",250,83,"5,833"
596,0,87,3,2,1,4,acept,not furnished,670,640,200,9,"1,519"
597,1,240,2,3,1,3,acept,furnished,"2,300","6,500",30,83,"8,913"
598,1,108,3,3,2,-,acept,not furnished,Incluso,"2,800",209,43,"3,052"
599,1,160,3,2,1,5,acept,not furnished,"1,715","7,700",470,98,"9,983"
600,1,178,3,4,4,18,acept,not furnished,"2,650","10,000",125,127,"12,900"
601,1,116,3,2,3,11,acept,furnished,"1,200","8,000",604,102,"9,906"
602,1,82,2,2,1,7,acept,not furnished,650,"2,341",0,9,"3,000"
603,1,72,2,1,1,3,acept,not furnished,862,"1,300",100,17,"2,279"
604,1,160,3,2,2,13,acept,not furnished,"1,200","3,900",221,50,"5,371"
605,1,230,3,4,3,7,not acept,not furnished,"3,200","8,000","1,167",102,"12,470"
606,1,60,2,2,1,5,acept,furnished,631,"2,640",26,34,"3,331"
607,1,50,1,1,0,11,acept,furnished,390,"3,698",7,47,"4,142"
608,1,79,2,2,1,2,acept,furnished,678,"2,800",4,36,"3,518"
609,0,94,3,1,1,6,acept,not furnished,565,"2,000",60,26,"2,651"
610,1,200,3,3,6,-,acept,not furnished,0,"6,000",500,91,"6,591"
611,1,60,2,2,1,10,acept,not furnished,750,"3,400",100,44,"4,294"
612,1,98,3,2,2,3,acept,not furnished,"1,400","2,000",383,26,"3,809"
613,0,75,2,1,1,2,acept,not furnished,670,"1,200",121,16,"2,007"
614,1,190,3,3,2,11,acept,furnished,"1,900","13,500",620,172,"16,190"
615,1,20,1,1,0,3,not acept,furnished,150,"3,142",67,40,"3,399"
616,0,46,1,1,0,2,acept,not furnished,450,500,14,7,971
617,1,22,1,1,0,-,not acept,not furnished,0,"1,074",0,17,"1,091"
618,1,49,1,1,0,1,acept,furnished,768,"2,600",66,33,"3,467"
619,0,105,3,2,2,6,acept,not furnished,"1,200","1,620",165,21,"3,006"
620,1,140,3,4,2,3,not acept,furnished,"1,400","2,450",475,32,"4,357"
621,1,127,2,2,2,5,acept,not furnished,"1,550","5,500",361,70,"7,481"
622,1,200,4,7,4,-,acept,furnished,0,"8,000",575,121,"8,696"
623,1,100,3,2,2,1,acept,not furnished,600,"1,800",100,23,"2,523"
624,1,200,2,2,2,-,acept,not furnished,1,"3,000",167,46,"3,214"
625,1,300,4,6,6,17,acept,not furnished,"6,300","15,000","3,400",191,"24,890"
626,1,25,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
627,1,160,3,2,2,1,acept,not furnished,"1,515","2,900",400,37,"4,852"
628,1,145,3,1,2,-,acept,furnished,90,"7,200",238,109,"7,637"
629,0,62,1,1,1,5,not acept,not furnished,700,"1,250",38,16,"2,004"
630,0,50,1,1,1,16,acept,not furnished,432,991,36,13,"1,472"
631,0,74,3,1,1,4,acept,not furnished,474,900,40,12,"1,426"
632,1,190,3,3,2,-,acept,not furnished,0,"6,800",392,103,"7,295"
633,0,326,3,3,4,-,acept,not furnished,870,"4,200",523,64,"5,657"
634,1,240,4,4,4,22,acept,not furnished,"1,980","6,672",417,85,"9,154"
635,1,40,1,1,0,18,not acept,furnished,0,"2,600",0,33,"2,633"
636,1,42,1,1,1,4,not acept,not furnished,"1,200","2,350",151,30,"3,731"
637,1,90,2,1,0,1,acept,not furnished,0,"2,000",280,26,"2,306"
638,1,84,1,2,0,1,acept,furnished,850,"6,000",250,77,"7,177"
639,1,70,2,1,1,7,acept,not furnished,500,"1,300",48,17,"1,865"
640,1,110,3,2,2,11,acept,not furnished,"1,179","3,500",205,45,"4,929"
641,1,110,3,2,3,11,acept,not furnished,"1,150","2,700",334,35,"4,219"
642,1,90,2,2,1,6,acept,furnished,900,"6,500",89,83,"7,572"
643,0,308,3,3,4,-,acept,not furnished,0,"4,700",673,71,"5,444"
644,1,61,2,2,1,13,acept,not furnished,764,"4,000",134,51,"4,949"
645,0,400,5,7,4,5,acept,not furnished,"3,200","7,900",888,101,"12,090"
646,1,320,3,3,2,10,acept,not furnished,"2,200","8,330",584,106,"11,220"
647,1,50,1,1,1,2,acept,not furnished,650,"2,350",24,30,"3,054"
648,1,80,1,1,1,5,acept,furnished,1,"7,200",0,92,"7,293"
649,1,44,1,1,0,13,not acept,furnished,450,"1,900",104,25,"2,479"
650,1,130,5,2,0,2,acept,not furnished,0,"3,000",37,39,"3,076"
651,1,400,5,6,0,-,acept,not furnished,0,"5,200",0,79,"5,279"
652,1,130,2,1,1,9,acept,not furnished,"1,159","3,850",160,49,"5,218"
653,1,96,3,3,1,11,acept,not furnished,900,"2,450",125,32,"3,507"
654,1,57,2,2,2,12,acept,not furnished,"1,250","2,800",209,36,"4,295"
655,1,240,3,3,2,-,acept,furnished,0,"4,350",385,66,"4,801"
656,1,30,1,1,1,6,acept,not furnished,"1,900","2,001",125,26,"4,052"
657,1,20,1,1,0,2,acept,furnished,602,"1,800",130,23,"2,555"
658,1,45,2,1,0,2,acept,not furnished,60,900,42,12,"1,014"
659,1,250,4,5,2,17,acept,furnished,"2,000","12,750",873,162,"15,790"
660,1,240,4,5,5,5,acept,not furnished,"2,300","7,000",100,89,"9,489"
661,1,22,1,1,0,25,acept,not furnished,385,"2,100",40,27,"2,552"
662,1,240,3,4,3,2,acept,not furnished,"2,400","4,150","1,417",53,"8,020"
663,1,206,4,4,3,10,acept,not furnished,"1,890","12,000",917,153,"14,960"
664,1,96,3,3,1,11,acept,not furnished,900,"2,450",125,32,"3,507"
665,1,156,3,4,2,2,acept,not furnished,"1,800","2,000",0,26,"3,826"
666,1,400,3,3,3,-,not acept,not furnished,0,"8,300",816,125,"9,241"
667,0,60,2,1,1,3,acept,not furnished,345,880,16,12,"1,253"
668,0,37,1,1,0,4,not acept,furnished,335,761,0,10,"1,106"
669,1,73,2,2,2,1,acept,not furnished,778,"1,200",84,16,"2,078"
670,1,182,3,4,3,-,acept,not furnished,0,"7,000",459,106,"7,565"
671,1,300,3,4,1,-,acept,not furnished,0,"4,500",542,68,"5,110"
672,1,48,1,1,0,5,not acept,not furnished,450,"1,590",0,21,"2,061"
673,1,850,4,4,8,-,acept,not furnished,0,"12,000","5,834",181,"18,020"
